constituency_code,party_share,turnout,party_candidate,party_vote,party_name,party_swing
E14001059,0.7,56.9,Johnny Disco,292,Monster Raving Loony Party,0.7
E14001059,0.5,56.9,Lynn Worthington,215,TUSC,-0.2
E14001060,42.5,69.1,Marcus Fysh,24178,Conservative,9.6
E14001060,33.1,69.1,David Laws,18865,Liberal Democrat,-22.6
E14001060,13.4,69.1,Simon Smedley,7646,UKIP,9.3
E14001060,7.1,69.1,Sheena King,4053,Labour,1.9
E14001060,3.8,69.1,Emily McIvor,2191,Green Party,3.8
E14001061,42.4,63.3,Rachael Maskell,20212,Labour,2.4
E14001061,28.3,63.3,Robert McIlveen,13496,Conservative,2.2
E14001061,10.1,63.3,Ken Guest,4795,UKIP,7.7
E14001061,10.0,63.3,Jonathan Tyler,4791,Green Party,6.5
E14001061,8.0,63.3,Nick Love,3804,Liberal Democrat,-17.2
E14001061,0.6,63.3,Chris Whitwood,291,Yorkshire First,0.6
E14001061,0.6,63.3,Megan Ollerhead,288,TUSC,0.6
E14001058,45.3,63.8,Mark Garnier,22394,Conservative,8.4
E14001058,19.3,63.8,Matt Lamb,9523,Labour,4.9
E14001058,16.1,63.8,Michael Wrench,7967,UKIP,13.2
E14001058,14.6,63.8,Richard Taylor,7211,National Health Action,-17.1
E14001058,2.5,63.8,Andy Crick,1228,Liberal Democrat,-9.4
E14001058,2.3,63.8,Natalie McVey,1117,Green Party,2.3
E14001062,49.1,68.6,Julian Sturdy,26477,Conservative,6.1
E14001062,24.8,68.6,Joe Riches,13348,Labour,7.7
E14001062,11.6,68.6,James Blanchard,6269,Liberal Democrat,-24.4
E14001062,9.7,68.6,Paul Abbott,5251,UKIP,7.7
E14001062,4.7,68.6,Ginnie Shaw,2558,Green Party,4.7
W07000049,48.9,63.3,Stephen Kinnock,15416,Labour,-3.0
W07000049,15.8,63.3,Peter Bush,4971,UKIP,14.2
W07000049,11.9,63.3,Edward Yi He,3742,Conservative,-2.4
W07000049,11.6,63.3,Duncan Higgitt,3663,Plaid Cymru,4.5
W07000049,4.4,63.3,Helen Clarke,1397,Liberal Democrat,-11.8
W07000049,3.6,63.3,Captain Beany,1137,Independent,3.6
W07000049,2.3,63.3,Jonathan Tier,711,Green Party,2.3
W07000049,1.1,63.3,Andrew Jordan,352,Socialist Labour Party,1.1
W07000049,0.4,63.3,Owen Herbert,134,TUSC,0.4
W07000072,58.0,61.7,Nick Smith,18380,Labour,5.6
W07000072,17.9,61.7,Susan Boucher,5677,UKIP,16.4
W07000072,10.8,61.7,Tracey West,3419,Conservative,3.8
W07000072,9.0,61.7,Steffan Lewis,2849,Plaid Cymru,4.9
W07000072,2.3,61.7,Mark Pond,738,Green Party,2.3
W07000072,2.0,61.7,Samuel Rees,620,Liberal Democrat,-8.2
W07000043,40.0,66.6,Mark Tami,16540,Labour,0.4
W07000043,31.9,66.6,Laura Knightly,13197,Conservative,-0.3
W07000043,17.6,66.6,Blair Smillie,7260,UKIP,15.0
W07000043,4.2,66.6,Tudor Jones,1733,Liberal Democrat,-14.1
W07000043,3.9,66.6,Jacqueline Hurst,1608,Plaid Cymru,0.0
W07000043,2.4,66.6,Alasdair Ibbotson,976,Green Party,2.4
W07000076,44.3,64.2,Wayne David,17864,Labour,-0.6
W07000076,19.3,64.2,Sam Gould,7791,UKIP,17.0
W07000076,16.6,64.2,Leo Docherty,6683,Conservative,-0.5
W07000076,14.6,64.2,Beci Newton,5895,Plaid Cymru,-2.1
W07000076,2.3,64.2,Katy Beddoe,937,Green Party,2.3
W07000076,2.3,64.2,Aladdin Ayesh,935,Liberal Democrat,-12.4
W07000076,0.4,64.2,Jaime Davies,178,TUSC,0.4
W07000057,43.9,66.3,Hywel Williams,11790,Plaid Cymru,8.0
W07000057,30.3,66.3,Alun Pugh,8122,Labour,-0.1
W07000057,13.1,66.3,Anwen Barry,3521,Conservative,-3.8
W07000057,8.5,66.3,Simon Wall,2277,UKIP,5.9
W07000057,2.7,66.3,Mohammed Shultan,718,Liberal Democrat,-11.4
W07000057,1.5,66.3,Kathrine Jones,409,Socialist Labour Party,1.5
W07000073,37.1,65.8,Madeleine Moon,14624,Labour,0.7
W07000073,32.2,65.8,Meirion Jenkins,12697,Conservative,1.8
W07000073,15.0,65.8,Caroline Jones,5911,UKIP,12.9
W07000073,7.1,65.8,James Radcliffe,2784,Plaid Cymru,1.1
W07000073,4.2,65.8,Anita Davies,1648,Liberal Democrat,-18.4
W07000073,1.9,65.8,Les Tallon-Morris,763,Independent,1.9
W07000073,1.9,65.8,Tony White,736,Green Party,1.9
W07000073,0.3,65.8,Aaron David,118,TUSC,0.3
W07000073,0.3,65.8,David Elston,106,Pirate Party,0.3
W07000073,0.2,65.8,Adam Lloyd,66,National Front,0.2
W07000058,41.5,66.2,Guto Bebb,12513,Conservative,5.7
W07000058,28.2,66.2,Mary Wimbury,8514,Labour,3.8
W07000058,11.7,66.2,Dafydd Meurig,3536,Plaid Cymru,-6.1
W07000058,11.5,66.2,Andrew Haigh,3467,UKIP,9.4
W07000058,4.6,66.2,Victor Babu,1391,Liberal Democrat,-14.7
W07000058,2.4,66.2,Petra Haig,727,Green Party,2.4
W07000068,41.1,73.8,Christopher Davies,16453,Conservative,4.5
W07000068,28.3,73.8,Roger Williams,11351,Liberal Democrat,-17.8
W07000068,14.7,73.8,Matthew Dorrance,5904,Labour,4.2
W07000068,8.3,73.8,Darran Thomas,3338,UKIP,6.1
W07000068,4.4,73.8,Freddy Greaves,1767,Plaid Cymru,1.9
W07000068,3.1,73.8,Chris Carmichael,1261,Green Party,2.3
W07000080,42.8,61.6,Stephen Doughty,19966,Labour,3.9
W07000080,26.8,61.6,Emma Warman,12513,Conservative,-1.5
W07000080,13.8,61.6,John Rees-Evans,6423,UKIP,11.2
W07000080,7.4,61.6,Ben Foday,3443,Plaid Cymru,3.2
W07000080,5.0,61.6,Nigel Howells,2318,Liberal Democrat,-17.3
W07000080,3.7,61.6,Anthony Slaughter,1746,Green Party,2.5
W07000080,0.6,61.6,Ross Saunders,258,TUSC,0.6
W07000079,40.7,65.6,Kevin Brennan,17803,Labour,-0.6
W07000079,25.2,65.6,James Taghdissian,11014,Conservative,-4.5
W07000079,13.9,65.6,Neil McEvoy,6096,Plaid Cymru,6.9
W07000079,11.2,65.6,Brian Morris,4923,UKIP,8.5
W07000079,4.7,65.6,Cadan ap Tomos,2069,Liberal Democrat,-12.8
W07000079,3.9,65.6,Ken Barker,1704,Green Party,2.1
W07000079,0.4,65.6,Helen Jones,183,TUSC,0.4
W07000066,43.7,69.9,Simon Hart,17626,Conservative,2.6
W07000066,28.7,69.9,Delyth Evans,11572,Labour,-4.0
W07000066,11.6,69.9,John Atkinson,4698,UKIP,8.8
W07000066,10.4,69.9,Elwyn Williams,4201,Plaid Cymru,0.0
W07000066,3.2,69.9,Gary Tapley,1290,Green Party,3.2
W07000066,2.4,69.9,Selwyn Runnett,963,Liberal Democrat,-9.7
W07000067,38.4,70.7,Jonathan Edwards,15140,Plaid Cymru,2.8
W07000067,24.2,70.7,Calum Higgins,9541,Labour,-2.3
W07000067,21.2,70.7,Matthew Paul,8336,Conservative,-1.2
W07000067,11.1,70.7,Norma Woodward,4363,UKIP,7.7
W07000067,2.8,70.7,Ben Rice,1091,Green Party,2.8
W07000067,2.4,70.7,Sara Lloyd-Williams,928,Liberal Democrat,-9.8
W07000050,40.0,67.3,Jo Stevens,15462,Labour,11.2
W07000050,27.1,67.3,Jenny Willott,10481,Liberal Democrat,-14.3
W07000050,14.7,67.3,Richard Hopkin,5674,Conservative,-6.9
W07000050,6.5,67.3,Anthony Raybould,2499,UKIP,4.4
W07000050,6.4,67.3,Christopher von Ruhland,2461,Green Party,4.8
W07000050,5.0,67.3,Martin Pollard,1925,Plaid Cymru,1.5
W07000050,0.3,67.3,Steve Williams,110,TUSC,-0.2
W07000050,0.1,67.3,Kazimir Hubert,34,Independent,0.1
W07000062,37.2,63.8,Susan Jones,13051,Labour,-1.2
W07000062,30.4,63.8,David Nicholls,10649,Conservative,0.2
W07000062,15.6,63.8,Mandy Jones,5480,UKIP,13.3
W07000062,10.3,63.8,Mabon ap Gwynfor,3620,Plaid Cymru,1.6
W07000062,3.8,63.8,Bruce Roberts,1349,Liberal Democrat,-13.4
W07000062,2.6,63.8,Duncan Rees,915,Green Party,2.6
W07000051,42.4,76.1,Craig Williams,21709,Conservative,4.9
W07000051,38.3,76.1,Mari Williams,19572,Labour,1.2
W07000051,7.7,76.1,Ethan Wilkinson,3953,UKIP,5.4
W07000051,4.5,76.1,Elin Walker Jones,2301,Plaid Cymru,1.2
W07000051,3.8,76.1,Elizabeth Clark,1953,Liberal Democrat,-14.5
W07000051,2.5,76.1,Ruth Osner,1254,Green Party,1.7
W07000051,0.6,76.1,Jeff Green,331,Christian Party,0.0
W07000051,0.2,76.1,Shaun Jenkins,78,Alter Change,0.2
W07000059,43.3,64.8,David Jones,16463,Conservative,1.7
W07000059,25.6,64.8,Gareth Thomas,9733,Labour,0.9
W07000059,13.1,64.8,Warwick Nicholson,4988,UKIP,10.8
W07000059,12.2,64.8,Marc Jones,4651,Plaid Cymru,-3.2
W07000059,3.6,64.8,Sarah Lesiter-Burgess,1387,Liberal Democrat,-11.6
W07000059,1.6,64.8,Bob English,612,Socialist Labour Party,1.6
W07000059,0.5,64.8,Rory Jepson,194,Above and Beyond,0.5
W07000070,47.7,59.3,Ann Clwyd,14532,Labour,-4.8
W07000070,16.8,59.3,Cerith Griffiths,5126,Plaid Cymru,-3.5
W07000070,16.3,59.3,Rebecca Rees-Evans,4976,UKIP,13.0
W07000070,12.1,59.3,Keith Dewhurt,3676,Conservative,2.0
W07000070,2.7,59.3,Angharad Jones,830,Liberal Democrat,-11.1
W07000070,2.6,59.3,John Matthews,799,Green Party,2.6
W07000070,1.7,59.3,Chris Beggs,533,Socialist Labour Party,1.7
W07000064,35.9,69.0,Mark Williams,13414,Liberal Democrat,-14.2
W07000064,27.7,69.0,Mike Parker,10347,Plaid Cymru,-0.6
W07000064,11.0,69.0,Henrietta Hensher,4123,Conservative,-0.5
W07000064,10.2,69.0,Gethin James,3829,UKIP,7.7
W07000064,9.7,69.0,Huw Thomas,3615,Labour,3.9
W07000064,5.6,69.0,Daniel Thompson,2088,Green Party,3.8
W07000042,40.5,69.8,David Hanson,15187,Labour,-0.2
W07000042,32.7,69.8,Mark Isherwood,12257,Conservative,-1.9
W07000042,16.4,69.8,Nigel Williams,6150,UKIP,14.6
W07000042,4.8,69.8,Paul Rowlinson,1803,Plaid Cymru,-0.2
W07000042,3.7,69.8,Tom Rippeth,1380,Liberal Democrat,-11.9
W07000042,1.8,69.8,Kay Roney,680,Green Party,1.8
W07000077,49.0,64.3,Chris Evans,17336,Labour,-0.2
W07000077,19.6,64.3,Joe Smyth,6932,UKIP,16.9
W07000077,15.2,64.3,Laura Jones,5366,Conservative,1.2
W07000077,10.7,64.3,Lyn Ackerman,3794,Plaid Cymru,-2.3
W07000077,2.7,64.3,Brendan D'Cruz,950,Liberal Democrat,-7.7
W07000077,1.9,64.3,Peter Varley,659,Green Party,1.9
W07000077,0.6,64.3,Von Magpie Baron,213,Monster Raving Loony Party,0.6
W07000077,0.4,64.3,Josh Rawcliffe,151,TUSC,0.4
W07000061,40.9,65.1,Liz Saville Roberts,11811,Plaid Cymru,-3.5
W07000061,22.7,65.1,Neil Fairlamb,6550,Conservative,0.4
W07000061,13.5,65.1,Mary Griffiths Clarke,3904,Labour,-0.4
W07000061,10.8,65.1,Christopher Gillibrand,3126,UKIP,8.1
W07000061,4.8,65.1,Louise Hughes,1388,Independent,0.3
W07000061,4.0,65.1,Stephen Churchman,1153,Liberal Democrat,-8.3
W07000061,3.4,65.1,Marc Fothergill,981,Green Party,3.4
W07000046,37.1,69.2,Byron Davies,15862,Conservative,5.1
W07000046,37.0,69.2,Liz Evans,15835,Labour,-1.4
W07000046,11.2,69.2,Colin Beckett,4773,UKIP,9.6
W07000046,7.1,69.2,Darren Thomas,3051,Plaid Cymru,0.5
W07000046,3.6,69.2,Mike Sheehan,1552,Liberal Democrat,-15.4
W07000046,2.7,69.2,Julia Marshall,1161,Green Party,2.7
W07000046,0.6,69.2,David Baron Barnes Von Claptrap,253,Monster Raving Loony Party,0.6
W07000046,0.4,69.2,Steve Roberts,168,Independent,0.4
W07000046,0.2,69.2,Mark Evans,103,TUSC,0.2
W07000045,41.3,65.0,Nia Rhiannon Griffith,15948,Labour,-1.1
W07000045,23.0,65.0,Vaughan Williams,8853,Plaid Cymru,-7.0
W07000045,16.3,65.0,Ken Rees,6269,UKIP,13.5
W07000045,14.3,65.0,Selaine Saxby,5534,Conservative,0.0
W07000045,1.9,65.0,Cen Phillips,751,Liberal Democrat,-8.5
W07000045,1.8,65.0,Guy Smith,689,Green Party,1.8
W07000045,1.1,65.0,Sian Caiach,407,People First,1.1
W07000045,0.3,65.0,Scott Jones,123,TUSC,0.3
W07000071,53.9,53.0,Gerald Jones,17619,Labour,10.2
W07000071,18.7,53.0,David Rowlands,6106,UKIP,15.9
W07000071,10.1,53.0,Bill Rees,3292,Conservative,2.5
W07000071,9.5,53.0,Rhayna Mann,3099,Plaid Cymru,4.4
W07000071,4.1,53.0,Bob Griffin,1351,Liberal Democrat,-26.9
W07000071,1.8,53.0,Elspeth Parris,603,Green Party,1.8
W07000071,1.4,53.0,Eddy Blanche,459,Independent,1.4
W07000071,0.6,53.0,Robert Griffiths,186,Communist Party of Britain,0.6
W07000063,45.0,69.6,Glyn Davies,15204,Conservative,3.7
W07000063,29.3,69.6,Jane Dodds,9879,Liberal Democrat,-8.6
W07000063,11.2,69.6,Des Parkinson,3769,UKIP,7.8
W07000063,5.6,69.6,Martyn Singleton,1900,Labour,-1.5
W07000063,5.2,69.6,Ann Griffith,1745,Plaid Cymru,-3.1
W07000063,3.7,69.6,Richard Chaloner,1260,Green Party,3.7
W07000069,43.8,66.2,Christina Rees,16270,Labour,-2.4
W07000069,18.1,66.2,Daniel Thomas,6722,Plaid Cymru,-1.8
W07000069,16.4,66.2,Richard Pritchard,6094,UKIP,14.2
W07000069,15.3,66.2,Ed Hastie,5691,Conservative,2.3
W07000069,3.2,66.2,Catrin Brock,1185,Green Party,3.2
W07000069,3.2,66.2,Clare Bentley,1173,Liberal Democrat,-11.8
W07000055,40.7,62.7,Jessica Morden,14290,Labour,3.7
W07000055,27.3,62.7,Natasha Asghar,9585,Conservative,4.3
W07000055,18.4,62.7,David Stock,6466,UKIP,16.5
W07000055,6.4,62.7,Paul Halliday,2251,Liberal Democrat,-25.8
W07000055,3.5,62.7,Tony Salkeld,1231,Plaid Cymru,1.4
W07000055,2.5,62.7,David Mclean,887,Green Party,2.5
W07000055,1.1,62.7,Shangara Singh Bhatoe,398,Socialist Labour Party,0.8
W07000054,49.9,72.2,David Davies,23701,Conservative,1.6
W07000054,26.8,72.2,Ruth Jones,12719,Labour,0.9
W07000054,10.4,72.2,Gareth Dunn,4942,UKIP,8.0
W07000054,5.3,72.2,Veronica German,2496,Liberal Democrat,-14.1
W07000054,4.0,72.2,Jonathan Clark,1875,Plaid Cymru,1.2
W07000054,3.4,72.2,Christopher Were,1629,Green Party,2.2
W07000054,0.2,72.2,Stephen Morris,100,English Democrats,0.2
W07000074,52.9,63.7,Huw Irranca-Davies,18663,Labour,-0.9
W07000074,15.9,63.7,Jane March,5620,Conservative,0.4
W07000074,15.4,63.7,Glenda Davies,5420,UKIP,13.1
W07000074,10.1,63.7,Tim Thomas,3556,Plaid Cymru,0.5
W07000074,3.0,63.7,Gerald Francis,1072,Liberal Democrat,-12.1
W07000074,2.1,63.7,Laurie Brophy,754,Green Party,2.1
W07000074,0.5,63.7,Emma Saunders,165,TUSC,0.5
W07000056,41.2,64.9,Paul Flynn,16633,Labour,0.0
W07000056,32.5,64.9,Nick Webb,13123,Conservative,0.2
W07000056,15.2,64.9,Gordon Norrie,6134,UKIP,12.3
W07000056,4.0,64.9,Simon Coopey,1604,Plaid Cymru,1.2
W07000056,3.9,64.9,Ed Townsend,1581,Liberal Democrat,-12.7
W07000056,3.2,64.9,Pippa Bartolotti,1272,Green Party,2.0
W07000075,41.1,64.3,Owen Smith,15554,Labour,2.3
W07000075,17.3,64.3,Ann-Marie Mason,6569,Conservative,1.2
W07000075,13.4,64.3,Andrew Tomkinson,5085,UKIP,10.1
W07000075,12.9,64.3,Mike Powell,4904,Liberal Democrat,-18.2
W07000075,11.5,64.3,Osian Lewis,4348,Plaid Cymru,4.2
W07000075,2.6,64.3,Katy Clay,992,Green Party,1.6
W07000075,0.9,64.3,Damien Biggs,332,Socialist Labour Party,-0.4
W07000075,0.3,64.3,Esther Pearson,98,TUSC,0.3
W07000065,40.4,70.8,Stephen Crabb,16383,Conservative,-2.4
W07000065,28.1,70.8,Paul Miller,11414,Labour,-3.0
W07000065,10.5,70.8,Howard Lillyman,4257,UKIP,8.2
W07000065,9.2,70.8,Chris Overton,3729,Independent,9.2
W07000065,6.2,70.8,John Osmond,2518,Plaid Cymru,-3.0
W07000065,3.6,70.8,Frances Bryant,1452,Green Party,3.6
W07000065,1.9,70.8,Nick Tregoning,780,Liberal Democrat,-12.6
W07000065,0.1,70.8,Rodney Maile,23,New Society of Worth,0.1
W07000048,53.0,58.0,Carolyn Harris,17807,Labour,1.5
W07000048,17.2,58.0,Clifford Johnson,5779,UKIP,14.6
W07000048,15.3,58.0,Altaf Hussain,5142,Conservative,0.5
W07000048,10.4,58.0,Dic Jones,3498,Plaid Cymru,3.7
W07000048,4.1,58.0,Ann Jamal,1392,Liberal Democrat,-14.2
W07000047,42.6,59.8,Geraint Davies,14967,Labour,7.9
W07000047,22.6,59.8,Emma Lane,7931,Conservative,1.7
W07000047,13.5,59.8,Martyn Ford,4744,UKIP,11.5
W07000047,9.0,59.8,Chris Holley,3178,Liberal Democrat,-24.2
W07000047,6.4,59.8,Harri Roberts,2266,Plaid Cymru,2.4
W07000047,5.1,59.8,Ashley Wakeling,1784,Green Party,3.9
W07000047,0.5,59.8,Ronnie Job,159,TUSC,-0.1
W07000047,0.2,59.8,Maxwell Rosser,78,Independent,0.2
W07000047,0.1,59.8,Brian Johnson,49,Socialist Party GB,0.1
W07000053,44.6,61.3,Nick Thomas-Symonds,16938,Labour,-0.1
W07000053,23.1,61.3,Graham Smith,8769,Conservative,3.1
W07000053,19.0,61.3,Ken Beswick,7203,UKIP,16.7
W07000053,5.7,61.3,Boydd Hackley-Green,2169,Plaid Cymru,0.4
W07000053,3.4,61.3,Alison Willott,1271,Liberal Democrat,-13.3
W07000053,2.0,61.3,Matt Cooke,746,Green Party,0.8
W07000053,1.8,61.3,John Cox,697,Socialist Labour Party,1.8
W07000053,0.4,61.3,Mark Griffiths,144,Communist Party of Britain,0.4
W07000052,50.7,60.9,Chris Bryant,15976,Labour,-4.6
W07000052,27.0,60.9,Shelley Rees-Owen,8521,Plaid Cymru,8.9
W07000052,12.7,60.9,Ronald Hughes,3998,UKIP,11.5
W07000052,6.7,60.9,Lyn Hudson,2116,Conservative,0.3
W07000052,1.5,60.9,George Summers,474,Liberal Democrat,-9.1
W07000052,1.4,60.9,Lisa Rapado,453,Green Party,1.4
W07000060,39.0,62.4,James Davies,13760,Conservative,3.8
W07000060,38.4,62.4,Chris Ruane,13523,Labour,-3.9
W07000060,13.0,62.4,Paul Davies-Cooke,4577,UKIP,11.5
W07000060,7.1,62.4,Mair Rowlands,2486,Plaid Cymru,1.2
W07000060,2.6,62.4,Gwyn Williams,915,Liberal Democrat,-10.0
W07000044,37.2,64.2,Ian Lucas,12181,Labour,0.4
W07000044,31.6,64.2,Andrew Atkinson,10350,Conservative,6.2
W07000044,15.5,64.2,Niall Plevin-Kelly,5072,UKIP,13.2
W07000044,7.6,64.2,Carrie Harper,2501,Plaid Cymru,1.5
W07000044,5.3,64.2,Rob Walsh,1735,Liberal Democrat,-20.5
W07000044,2.0,64.2,David Munnerley,669,Green Party,2.0
W07000044,0.6,64.2,Brian Edwards,211,Independent,0.6
S14000001,56.4,64.9,Kirsty Blackman,24793,Scottish National Party,34.2
S14000001,25.9,64.9,Richard Baker,11397,Labour,-18.5
S14000001,12.1,64.9,Sanjoy Sen,5304,Conservative,-0.3
S14000001,4.7,64.9,Euan Davidson,2050,Liberal Democrat,-13.9
S14000001,0.5,64.9,Tyrinne Rutherford,206,TUSC,0.5
S14000001,0.4,64.9,Christopher Willett,186,National Front,0.4
S14000002,41.6,71.3,Callum McCaig,20221,Scottish National Party,29.8
S14000002,26.8,71.3,Anne Begg,12991,Labour,-9.8
S14000002,22.8,71.3,Ross Thomson,11087,Conservative,2.1
S14000002,4.6,71.3,Denis Rixson,2252,Liberal Democrat,-23.7
S14000002,2.0,71.3,Dan Yeats,964,Green Party,1.0
S14000002,1.8,71.3,Sandra Skinner,897,UKIP,1.8
S14000002,0.3,71.3,Christopher Gray,139,Independent,0.3
W07000078,46.0,71.1,Alun Cairns,23607,Conservative,4.2
W07000078,32.6,71.1,Chris Elmore,16727,Labour,-0.3
W07000078,10.7,71.1,Kevin Mahoney,5489,UKIP,7.6
W07000078,5.6,71.1,Ian Johnson,2869,Plaid Cymru,0.1
W07000078,2.6,71.1,David Morgan,1309,Liberal Democrat,-12.7
W07000078,2.1,71.1,Alan Armstrong,1054,Green Party,1.1
W07000078,0.5,71.1,Steve Reed,238,Cannabis Is Safer Than Alcohol,0.5
S14000004,54.2,67.6,Mike Weir,24130,Scottish National Party,14.7
S14000004,29.0,67.6,Derek Wann,12900,Conservative,-1.9
S14000004,8.8,67.6,Gerard McMahon,3919,Labour,-8.4
S14000004,3.0,67.6,Calum Walker,1355,UKIP,1.5
S14000004,2.7,67.6,Sanjay Samani,1216,Liberal Democrat,-8.0
S14000004,2.2,67.6,David Mumford,965,Green Party,2.2
W07000041,31.1,69.9,Albert Owen,10871,Labour,-2.2
W07000041,30.5,69.9,John Rowlands,10642,Plaid Cymru,4.3
W07000041,21.2,69.9,Michelle Willis,7393,Conservative,-1.3
W07000041,14.7,69.9,Nathan Gill,5121,UKIP,11.2
W07000041,2.2,69.9,Mark Geoffrey Thomas Rosenthal,751,Liberal Democrat,-5.4
W07000041,0.4,69.9,Liz Screen,148,Socialist Labour Party,0.4
S14000005,44.3,75.3,Brendan O'Hara,22959,Scottish National Party,25.3
S14000005,27.9,75.3,Alan Reid,14486,Liberal Democrat,-3.7
S14000005,14.9,75.3,Alastair Redman,7733,Conservative,-9.1
S14000005,10.4,75.3,Mary Galbraith,5394,Labour,-12.3
S14000005,2.5,75.3,Caroline Santos,1311,UKIP,2.5
S14000006,48.8,71.5,Corri Wilson,25492,Scottish National Party,30.8
S14000006,27.3,71.5,Sandra Osborne,14227,Labour,-19.9
S14000006,19.8,71.5,Lee Lyons,10355,Conservative,-5.7
S14000006,2.5,71.5,Joseph Adam-Smith,1280,UKIP,2.5
S14000006,1.6,71.5,Richard Brodie,855,Liberal Democrat,-7.7
S14000010,53.2,72.6,Philippa Whitford,26999,Scottish National Party,34.1
S14000010,26.4,72.6,Brian Donohoe,13410,Labour,-21.3
S14000010,17.3,72.6,Marc Hope,8803,Conservative,-3.0
S14000010,1.8,72.6,Gordon Bain,917,Liberal Democrat,-10.1
S14000010,1.3,72.6,Veronika Tudhope,645,Green Party,1.3
S14000003,53.9,66.4,Neil Gray,23887,Scottish National Party,30.4
S14000003,34.1,66.4,Pamela Nash,15108,Labour,-24.0
S14000003,7.7,66.4,Eric Holford,3389,Conservative,-1.1
S14000003,2.5,66.4,Matt Williams,1088,UKIP,2.5
S14000003,1.5,66.4,John Love,678,Liberal Democrat,-6.6
S14000003,0.3,66.4,Deryck Beaumont,136,Independent,0.3
S14000009,46.3,71.9,Paul Monaghan,15831,Scottish National Party,27.1
S14000009,35.1,71.9,John Thurso,11987,Liberal Democrat,-6.3
S14000009,9.0,71.9,John Erskine,3061,Labour,-15.7
S14000009,6.8,71.9,Alastair Graham,2326,Conservative,-6.2
S14000009,2.9,71.9,Ann Murray,981,UKIP,2.9
S14000008,36.6,74.2,Calum Kerr,20145,Scottish National Party,27.4
S14000008,36.0,74.2,John Lamont,19817,Conservative,2.2
S14000008,18.7,74.2,Michael Moore,10294,Liberal Democrat,-26.7
S14000008,4.9,74.2,Kenryck Lloyd-Jones,2700,Labour,-5.3
S14000008,2.4,74.2,Peter Neilson,1316,UKIP,1.2
S14000008,1.1,74.2,Pauline Stewart,631,Green Party,1.1
S14000008,0.2,74.2,Jesse Rae,135,Independent,0.2
S14000007,60.2,66.5,Eilidh Whiteford,27487,Scottish National Party,19.0
S14000007,28.8,66.5,Alex Johnstone,13148,Conservative,-2.0
S14000007,5.8,66.5,Sumon Hoque,2647,Labour,-8.2
S14000007,5.1,66.5,David Evans,2347,Liberal Democrat,-6.2
S14000013,41.4,75.2,Richard Arkless,23440,Scottish National Party,29.1
S14000013,29.9,75.2,Finlay Carson,16926,Conservative,-1.7
S14000013,24.7,75.2,Russell Brown,13982,Labour,-21.2
S14000013,2.3,75.2,Geoff Siddall,1301,UKIP,1.0
S14000013,1.7,75.2,Andrew Metcalf,953,Liberal Democrat,-7.1
S14000012,59.9,73.7,Stuart McDonald,29572,Scottish National Party,36.1
S14000012,30.0,73.7,Gregg McClymont,14820,Labour,-27.2
S14000012,7.9,73.7,Malcolm MacKay,3891,Conservative,-0.4
S14000012,2.2,73.7,John Duncan,1099,Liberal Democrat,-7.3
S14000015,59.7,72.0,Stewart Hosie,28765,Scottish National Party,21.9
S14000015,19.9,72.0,Lesley Brennan,9603,Labour,-13.4
S14000015,15.0,72.0,Bill Bowman,7206,Conservative,-0.3
S14000015,2.9,72.0,Craig Duncan,1387,Liberal Democrat,-7.7
S14000015,1.9,72.0,Helen Grayshan,895,Green Party,0.5
S14000015,0.5,72.0,Lesley Parker Hamilton,225,Cannabis Is Safer Than Alcohol,0.5
S14000015,0.2,72.0,Carlo Morelli,104,TUSC,0.2
S14000011,56.6,68.7,Philip Boswell,28696,Scottish National Party,39.8
S14000011,33.9,68.7,Thomas Clarke,17195,Labour,-32.7
S14000011,6.3,68.7,Mhairi Fraser,3209,Conservative,-1.8
S14000011,2.1,68.7,Scott Cairns,1049,UKIP,2.1
S14000011,1.1,68.7,Robert Simpson,549,Liberal Democrat,-7.4
S14000017,50.3,71.6,Douglas Chapman,28096,Scottish National Party,39.6
S14000017,31.7,71.6,Thomas Docherty,17744,Labour,-14.5
S14000017,11.9,71.6,James Reekie,6623,Conservative,5.1
S14000017,4.0,71.6,Gillian Cole-Hamilton,2232,Liberal Democrat,-31.1
S14000017,2.1,71.6,Lewis Campbell,1195,Green Party,2.1
S14000016,61.9,67.5,Chris Law,27684,Scottish National Party,33.0
S14000016,23.7,67.5,Michael Marra,10592,Labour,-24.8
S14000016,8.6,67.5,Nicola Ross,3852,Conservative,-0.7
S14000016,2.7,67.5,Pauline Hinchion,1225,Green Party,2.7
S14000016,2.4,67.5,Daniel Coleman,1057,Liberal Democrat,-9.0
S14000016,0.7,67.5,Jim McFarlane,304,TUSC,-0.3
S14000014,39.8,76.1,David Mundell,20759,Conservative,1.8
S14000014,38.3,76.1,Emma Harper,19961,Scottish National Party,27.5
S14000014,14.8,76.1,Archie Dryburgh,7711,Labour,-14.1
S14000014,2.8,76.1,Kevin Newton,1472,UKIP,1.4
S14000014,2.7,76.1,Amanda Kubie,1392,Liberal Democrat,-17.1
S14000014,1.6,76.1,Jody Jamieson,839,Green Party,0.5
S14000018,40.3,81.9,John Nicolson,22093,Scottish National Party,29.7
S14000018,36.3,81.9,Jo Swinson,19926,Liberal Democrat,-2.4
S14000018,12.3,81.9,Amanjit Jhund,6754,Labour,-21.8
S14000018,8.6,81.9,Andrew Polson,4727,Conservative,-6.9
